rule_id,condition,condition_device,operator,value,action_device,action,action_value,priority
R1825,occupancy,AC,=,20,AC,SET,22,5
R1826,time,Light,=,24,Fan,ON,28,5
R1827,time,AC,=,25,Fan,SET,23,1
R1828,temperature,Fan,=,19,Light,SET,26,5
R1829,time,Fan,=,21,Fan,SET,20,1
R1830,time,AC,<,26,AC,SET,27,2
R1831,occupancy,AC,>,32,Fan,OFF,17,1
R1832,temperature,Light,<,28,AC,OFF,22,4
R1833,temperature,Fan,<,23,AC,OFF,23,1
R1834,time,Light,=,23,Fan,ON,23,4
R1835,temperature,Light,<,31,AC,ON,22,4
R1836,time,AC,>,19,Fan,OFF,28,2
R1837,time,AC,=,28,Light,SET,28,3
R1838,occupancy,Fan,<,20,AC,ON,20,5
R1839,temperature,AC,=,22,AC,SET,25,4
R1840,temperature,Fan,=,30,Fan,SET,27,4
R1841,time,Light,<,31,Fan,SET,16,4
R1842,temperature,Light,<,27,AC,SET,30,2
R1843,temperature,Fan,>,24,Fan,OFF,29,3
R1844,temperature,Fan,=,23,Light,OFF,29,1
R1845,time,AC,=,30,AC,OFF,29,1
R1846,occupancy,Fan,<,30,Fan,OFF,29,3
R1847,time,Light,<,18,Fan,SET,18,1
R1848,occupancy,Light,<,28,AC,SET,22,1
R1849,time,AC,=,26,Light,SET,21,1
R1850,temperature,AC,>,19,AC,SET,18,5
R1851,time,Fan,=,22,Fan,SET,19,4
R1852,occupancy,Light,=,19,Light,SET,23,3
R1853,occupancy,Light,<,32,Fan,OFF,27,2
R1854,time,AC,<,24,AC,SET,23,2
R1855,time,Fan,<,21,Light,OFF,23,2
R1856,temperature,AC,<,27,AC,ON,26,4
R1857,occupancy,Fan,>,35,Fan,SET,30,3
R1858,occupancy,Light,=,32,Light,ON,21,4
R1859,time,Light,<,33,Fan,SET,19,2
R1860,temperature,Light,<,20,Light,SET,21,5
R1861,occupancy,AC,<,34,AC,SET,27,3
R1862,time,AC,<,34,Light,OFF,17,2
R1863,occupancy,Fan,<,25,Light,ON,29,1
R1864,temperature,Fan,<,20,Fan,SET,30,4
R1865,temperature,Fan,<,17,Fan,SET,16,3
R1866,occupancy,Light,=,30,AC,ON,19,4
R1867,occupancy,Fan,<,23,AC,OFF,23,4
R1868,time,Light,<,26,AC,OFF,26,5
R1869,time,AC,<,27,AC,ON,25,5
R1870,occupancy,AC,>,24,Fan,ON,17,4
R1871,occupancy,Fan,>,18,Fan,SET,16,1
R1872,time,AC,>,17,Light,ON,18,5
R1873,occupancy,Light,>,16,AC,ON,25,2
R1874,time,AC,=,18,Fan,OFF,23,1
R1875,occupancy,AC,=,34,AC,SET,27,4
R1876,occupancy,AC,>,31,Light,OFF,19,3
R1877,time,Fan,=,31,Fan,SET,23,1
R1878,time,Fan,=,25,Fan,OFF,18,3
R1879,occupancy,AC,>,33,Light,ON,30,2
R1880,occupancy,Fan,>,34,AC,SET,19,4
R1881,time,AC,>,33,AC,OFF,20,5
R1882,temperature,AC,<,17,Fan,ON,26,1
R1883,occupancy,Light,>,22,Fan,SET,26,3
R1884,time,Fan,>,31,Light,SET,23,2
R1885,time,AC,<,23,Light,SET,26,2
R1886,temperature,AC,=,20,AC,SET,26,4
R1887,time,Fan,=,16,Fan,ON,26,1
R1888,temperature,AC,>,32,Fan,SET,23,2
R1889,time,AC,=,18,Light,SET,28,5
R1890,temperature,AC,>,33,Light,SET,19,1
R1891,occupancy,AC,=,20,Light,SET,28,4
R1892,occupancy,Fan,>,27,Fan,OFF,20,5
R1893,occupancy,AC,=,22,Fan,SET,20,1
R1894,occupancy,Light,<,23,Light,SET,25,2
R1895,time,Fan,>,21,AC,OFF,24,2
R1896,time,AC,>,23,AC,OFF,23,5
R1897,time,AC,<,26,AC,OFF,25,5
R1898,temperature,Light,>,35,Light,SET,21,1
R1899,occupancy,Fan,=,23,Light,ON,21,5
R1900,temperature,AC,<,31,AC,SET,19,1
R1901,temperature,Fan,<,26,AC,SET,28,2
R1902,occupancy,AC,=,25,Light,SET,22,1
R1903,occupancy,Light,=,21,AC,SET,24,5
R1904,occupancy,Light,<,21,AC,SET,17,3
R1905,temperature,Light,=,27,Light,SET,20,1
R1906,occupancy,Fan,<,35,AC,OFF,16,5
R1907,occupancy,Fan,>,33,Fan,OFF,16,1
R1908,temperature,AC,>,30,Fan,SET,21,2
R1909,time,AC,<,24,Light,SET,30,1
R1910,time,AC,=,18,AC,SET,19,5
R1911,temperature,AC,=,17,AC,ON,26,3
R1912,occupancy,AC,>,20,Light,ON,23,5
R1913,temperature,Fan,<,27,AC,SET,18,3
R1914,occupancy,AC,=,17,Fan,ON,28,4
R1915,time,AC,=,16,AC,OFF,18,2
R1916,occupancy,Fan,<,29,Light,ON,25,4
R1917,time,AC,<,25,Fan,ON,18,1
R1918,temperature,Fan,<,34,Light,ON,21,2
R1919,time,Fan,<,27,Fan,ON,18,5
R1920,temperature,Light,=,26,Light,SET,16,2
R1921,time,Fan,<,18,Fan,SET,23,5
R1922,occupancy,Fan,>,30,Light,ON,30,4
R1923,time,Fan,<,32,Fan,ON,24,3
R1924,occupancy,Fan,<,34,Fan,OFF,30,4
R1925,time,Fan,=,16,Fan,OFF,17,4
R1926,time,AC,<,30,Light,OFF,27,3
R1927,time,Fan,>,19,Fan,OFF,25,3
R1928,time,Light,>,26,Fan,ON,24,3
R1929,occupancy,AC,<,24,Fan,ON,25,3
R1930,occupancy,AC,=,33,AC,SET,28,3
R1931,occupancy,Fan,>,28,AC,SET,24,4
R1932,time,Fan,>,25,AC,ON,22,5
R1933,temperature,AC,=,21,AC,OFF,26,3
R1934,time,Fan,>,19,AC,ON,28,2
R1935,temperature,AC,=,25,Fan,SET,27,1
R1936,occupancy,Fan,>,26,Light,ON,17,4
R1937,occupancy,Fan,=,31,Light,SET,17,4
R1938,occupancy,AC,=,35,Fan,SET,20,1
R1939,occupancy,AC,=,33,Fan,SET,19,5
R1940,time,Light,=,25,Light,ON,25,3
R1941,time,AC,<,34,Fan,SET,19,5
R1942,occupancy,Light,<,20,AC,SET,24,5
R1943,time,AC,>,16,Light,OFF,27,3
R1944,temperature,AC,<,25,Light,ON,23,5
R1945,temperature,AC,<,35,Fan,ON,19,1
R1946,temperature,Light,=,35,Light,OFF,17,1
R1947,temperature,Fan,=,26,Light,OFF,28,1
R1948,occupancy,Light,=,30,Light,SET,20,1
R1949,temperature,Light,<,27,Light,ON,19,3
R1950,occupancy,Fan,=,24,AC,SET,17,3
R1951,temperature,AC,>,32,Fan,SET,29,3
R1952,temperature,Light,=,29,Fan,SET,20,2
R1953,time,Light,<,21,Fan,ON,21,4
R1954,temperature,Fan,>,26,AC,SET,25,3
R1955,temperature,Fan,<,30,Fan,SET,16,2
R1956,occupancy,Light,>,28,AC,SET,30,4
R1957,time,Fan,>,22,Fan,OFF,29,5
R1958,temperature,Fan,=,22,Fan,ON,29,5
R1959,time,Light,<,33,AC,OFF,23,3
R1960,occupancy,Light,<,34,Light,SET,29,1
R1961,temperature,Light,=,19,Fan,ON,22,4
R1962,time,Light,>,29,AC,SET,29,3
R1963,time,Fan,<,19,AC,SET,16,2
R1964,temperature,Fan,>,20,AC,SET,30,2
R1965,time,Light,=,28,Light,OFF,17,3
R1966,occupancy,Light,<,35,Fan,OFF,30,2
R1967,temperature,Light,=,29,AC,SET,19,3
R1968,occupancy,Light,=,24,Light,OFF,27,5
R1969,temperature,Light,<,32,Fan,ON,29,5
R1970,temperature,Light,>,18,AC,ON,27,5
R1971,temperature,Light,<,21,AC,ON,19,4
R1972,temperature,AC,<,18,Light,OFF,30,2
R1973,occupancy,AC,>,31,Light,ON,23,4
R1974,time,AC,=,32,Fan,OFF,28,2
R1975,time,Light,=,18,AC,SET,26,1
R1976,temperature,Light,>,21,AC,ON,20,1
R1977,occupancy,Light,=,23,Fan,SET,17,3
R1978,time,Light,>,29,Fan,OFF,25,5
R1979,occupancy,AC,<,20,Light,OFF,29,1
R1980,occupancy,AC,>,21,Light,SET,20,5
R1981,temperature,AC,<,17,Light,ON,17,3
R1982,time,Light,>,23,Fan,SET,23,2
R1983,time,Fan,>,23,AC,OFF,29,2
R1984,occupancy,Light,>,26,Light,SET,28,4
R1985,time,AC,>,23,Fan,ON,24,4
R1986,temperature,Light,>,21,AC,ON,17,4
R1987,time,Light,=,31,Light,OFF,22,2
R1988,time,Fan,>,18,AC,OFF,22,3
R1989,occupancy,Fan,>,17,Light,ON,18,1
R1990,temperature,AC,<,28,Fan,ON,20,3
R1991,time,Light,>,28,AC,SET,29,3
R1992,time,Light,>,26,AC,ON,26,1
R1993,temperature,Fan,<,35,Fan,ON,24,2
R1994,time,AC,=,20,Light,SET,17,3
R1995,time,Light,=,24,Fan,OFF,20,5
R1996,time,Fan,=,35,Fan,SET,18,5
R1997,occupancy,AC,=,17,Fan,OFF,23,4
R1998,occupancy,Light,>,30,Fan,OFF,22,2
R1999,temperature,Light,>,24,Fan,SET,21,3
R2000,temperature,Fan,<,29,Light,OFF,28,3
R2001,occupancy,Light,>,25,Light,OFF,21,3
R2002,temperature,Light,=,32,Light,OFF,26,2
R2003,occupancy,Fan,>,33,Light,OFF,19,4
R2004,temperature,AC,<,33,Fan,OFF,18,2
R2005,temperature,AC,>,29,Light,ON,25,5
R2006,time,Fan,=,23,Light,OFF,19,3
R2007,occupancy,AC,=,30,Light,OFF,17,4
R2008,occupancy,AC,<,19,AC,OFF,21,2
R2009,temperature,Light,=,22,Fan,SET,28,2
R2010,temperature,Fan,>,21,AC,ON,29,3
R2011,occupancy,Fan,<,18,Light,ON,23,1
R2012,occupancy,AC,=,17,Fan,ON,19,4
R2013,temperature,Light,=,33,Fan,ON,23,5
R2014,temperature,AC,>,16,Light,ON,21,3
R2015,time,Fan,<,33,AC,ON,22,4
R2016,temperature,Light,=,24,Fan,ON,30,1
R2017,temperature,Light,=,27,Light,SET,25,1
R2018,time,Light,=,18,Light,SET,17,5
R2019,temperature,Fan,>,33,AC,SET,23,5
R2020,time,Fan,>,16,Fan,SET,20,2
R2021,temperature,Light,=,26,Fan,ON,19,5
R2022,occupancy,Fan,=,30,Light,ON,17,2
R2023,time,Light,>,24,AC,OFF,29,2
R2024,time,AC,<,20,Fan,SET,28,2
R2025,temperature,AC,=,18,Light,SET,27,1
R2026,occupancy,Fan,>,23,AC,ON,20,1
R2027,time,Light,=,31,AC,ON,20,1
R2028,occupancy,AC,=,16,Fan,OFF,17,5
R2029,temperature,Fan,<,35,Light,ON,25,2
R2030,occupancy,AC,>,25,AC,SET,25,1
R2031,time,Fan,>,24,Fan,SET,26,2
R2032,time,AC,<,28,Light,OFF,25,2
R2033,time,AC,=,22,AC,ON,17,3
R2034,time,Light,=,27,AC,OFF,22,4
R2035,occupancy,AC,=,17,AC,OFF,21,1
R2036,occupancy,AC,<,30,Fan,OFF,16,1
R2037,temperature,AC,>,28,AC,SET,21,2
R2038,occupancy,AC,>,16,AC,OFF,22,1
R2039,occupancy,Fan,<,23,Light,SET,28,3
R2040,occupancy,Light,<,30,Light,SET,29,2
R2041,temperature,Fan,<,32,AC,SET,29,5
R2042,occupancy,AC,>,21,Light,ON,28,1
R2043,temperature,AC,<,22,Fan,SET,18,2
R2044,occupancy,AC,=,32,AC,ON,27,1
R2045,temperature,AC,>,28,AC,SET,19,1
R2046,occupancy,AC,<,30,Light,ON,20,3
R2047,time,Light,<,21,AC,SET,25,2
R2048,temperature,Fan,<,24,Fan,OFF,22,3
R2049,temperature,Light,>,25,Fan,ON,21,4
R2050,time,Fan,<,23,Fan,ON,27,2
R2051,occupancy,Fan,>,24,Fan,ON,22,2
R2052,occupancy,AC,<,31,Fan,OFF,17,2
R2053,occupancy,Light,>,24,Fan,OFF,28,4
R2054,occupancy,Fan,=,21,Light,ON,16,2
R2055,occupancy,Fan,>,27,Fan,SET,25,4
R2056,occupancy,Fan,<,23,Fan,SET,17,1
R2057,time,AC,=,22,Fan,SET,29,4
R2058,time,AC,>,19,Fan,SET,16,4
R2059,temperature,Fan,>,34,Light,OFF,21,4
R2060,temperature,Light,=,26,Fan,ON,28,1
R2061,temperature,AC,<,16,Light,OFF,27,1
R2062,occupancy,Light,>,32,Fan,ON,29,4
R2063,time,Light,>,26,Light,ON,27,5
R2064,time,Light,=,23,Fan,OFF,20,3
R2065,occupancy,Fan,<,35,Fan,OFF,25,5
R2066,time,Fan,>,27,Light,SET,20,4
R2067,temperature,Light,>,25,AC,SET,22,5
R2068,time,Fan,<,32,Fan,ON,25,4
R2069,occupancy,Fan,>,30,Light,SET,29,5
R2070,time,AC,<,23,AC,OFF,28,4
R2071,time,Light,>,33,Fan,ON,23,3
R2072,time,Fan,<,19,AC,SET,29,5
R2073,time,Fan,<,31,AC,ON,26,2
R2074,time,Light,=,20,Fan,SET,21,5
R2075,temperature,AC,>,16,Light,ON,18,4
R2076,time,Light,=,28,AC,SET,21,3
R2077,temperature,Fan,<,17,Fan,SET,19,4
R2078,temperature,Light,>,28,AC,ON,19,5
R2079,time,AC,<,25,Fan,SET,20,1
R2080,temperature,AC,=,34,Light,SET,20,4
R2081,temperature,AC,<,31,Fan,SET,24,1
R2082,temperature,Light,>,20,Light,OFF,27,5
R2083,time,Fan,>,18,AC,SET,23,5
R2084,temperature,AC,=,31,AC,ON,25,1
R2085,occupancy,Fan,<,30,Light,ON,16,5
R2086,time,Light,>,31,AC,OFF,26,4
R2087,temperature,AC,<,27,Light,OFF,18,5
R2088,occupancy,AC,>,17,AC,OFF,22,4
R2089,time,Fan,<,17,AC,SET,25,4
R2090,time,AC,=,22,AC,OFF,21,1
R2091,time,Fan,=,18,Light,SET,16,4
R2092,occupancy,Light,<,23,Fan,ON,16,1
R2093,temperature,AC,>,16,AC,OFF,28,1
R2094,temperature,AC,=,28,Light,ON,29,1
R2095,temperature,Fan,>,17,AC,SET,30,1
R2096,temperature,Light,<,34,AC,SET,28,1
R2097,occupancy,AC,>,28,Fan,SET,22,5
R2098,time,AC,>,19,Fan,SET,25,4
R2099,occupancy,Fan,>,21,Light,ON,18,1
R2100,time,AC,=,28,Fan,ON,28,3
R2101,temperature,Light,=,28,AC,SET,22,3
R2102,occupancy,AC,<,16,AC,ON,29,1
R2103,occupancy,Light,<,26,Fan,OFF,16,3
R2104,temperature,Light,>,18,Light,SET,26,3
R2105,temperature,Light,=,17,Fan,OFF,27,3
R2106,occupancy,Fan,>,21,Fan,OFF,18,5
R2107,occupancy,Fan,>,23,Fan,SET,18,2
R2108,temperature,Light,<,25,Light,ON,23,4
R2109,occupancy,AC,>,20,AC,ON,22,2
R2110,temperature,Light,=,20,AC,SET,19,2
R2111,temperature,Fan,<,30,Fan,SET,20,4
R2112,time,Light,=,31,Light,ON,16,2
R2113,occupancy,AC,>,25,Light,ON,22,5
R2114,temperature,Fan,<,28,Fan,ON,28,5
R2115,occupancy,Fan,>,21,Light,ON,25,5
R2116,occupancy,Light,=,18,Light,SET,16,3
R2117,occupancy,AC,<,25,Light,SET,21,4
R2118,occupancy,Fan,=,25,Fan,OFF,21,5
R2119,occupancy,AC,=,30,AC,OFF,21,1
R2120,temperature,Fan,=,34,AC,OFF,26,2
R2121,temperature,AC,>,21,Fan,SET,28,4
R2122,occupancy,Fan,=,33,Light,OFF,20,3
R2123,temperature,Light,<,29,Light,OFF,20,3
R2124,occupancy,Light,>,22,Light,SET,16,3
R2125,time,Light,>,25,AC,ON,22,2
R2126,occupancy,Fan,<,22,Light,OFF,24,5
R2127,temperature,AC,<,26,Light,ON,19,2
R2128,temperature,Fan,=,21,AC,OFF,28,4
R2129,time,Fan,<,27,Fan,SET,25,4
R2130,time,AC,=,35,Light,ON,16,1
R2131,temperature,Light,<,28,AC,ON,28,2
R2132,time,Light,<,31,AC,ON,17,3
R2133,occupancy,AC,<,32,AC,ON,26,1
R2134,occupancy,AC,<,23,Light,ON,20,2
R2135,temperature,AC,<,33,Fan,SET,30,1
R2136,time,AC,=,18,Fan,OFF,19,3
R2137,time,AC,<,30,Light,OFF,25,3
R2138,temperature,AC,>,35,Light,ON,29,3
R2139,temperature,Light,=,24,Fan,ON,19,1
R2140,temperature,Fan,<,23,AC,ON,28,2
R2141,temperature,Fan,<,34,Fan,SET,18,4
R2142,occupancy,Light,>,33,AC,SET,29,4
R2143,time,Fan,>,21,Fan,SET,28,2
R2144,occupancy,Light,=,19,AC,OFF,20,2
R2145,temperature,Fan,<,23,Light,ON,24,1
R2146,occupancy,AC,<,21,Fan,ON,27,3
R2147,occupancy,AC,>,28,Light,ON,28,5
R2148,occupancy,AC,<,22,Light,SET,27,4
R2149,temperature,Light,>,29,Fan,SET,20,5
R2150,time,Light,=,35,Fan,SET,30,2
R2151,occupancy,Light,<,31,Fan,ON,19,3
R2152,time,Fan,<,20,Light,SET,25,3
R2153,occupancy,Fan,=,30,Light,ON,24,3
R2154,time,AC,<,26,Fan,SET,27,2
R2155,occupancy,AC,>,16,AC,ON,17,3
R2156,occupancy,Light,<,19,AC,SET,28,5
R2157,occupancy,Fan,<,27,AC,OFF,25,5
R2158,time,Light,<,30,Light,SET,25,1
R2159,time,AC,=,29,Light,OFF,18,4
R2160,temperature,Fan,>,16,AC,ON,27,5
R2161,time,Light,<,27,AC,SET,25,2
R2162,occupancy,Light,<,28,Light,SET,19,2
R2163,occupancy,AC,>,27,AC,OFF,20,2
R2164,occupancy,AC,>,23,AC,SET,27,4
R2165,temperature,Fan,>,31,AC,ON,26,4
R2166,temperature,AC,<,20,Fan,OFF,29,5
R2167,time,AC,<,18,Fan,SET,22,2
R2168,time,AC,=,31,Light,OFF,23,3
R2169,temperature,AC,<,35,AC,OFF,21,1
R2170,time,Light,=,18,AC,SET,30,5
R2171,occupancy,AC,<,29,AC,OFF,27,5
R2172,occupancy,Fan,<,22,Light,ON,28,5
R2173,temperature,AC,>,16,Light,ON,25,4
R2174,time,Fan,=,33,Light,ON,27,5
R2175,time,Fan,>,31,Fan,OFF,21,5
R2176,temperature,Fan,=,30,AC,OFF,16,2
R2177,time,Light,<,17,Fan,SET,22,4
R2178,time,Light,=,20,Light,SET,24,1
R2179,occupancy,Light,<,34,Fan,SET,20,4
R2180,temperature,Light,>,22,AC,OFF,28,3
R2181,temperature,Fan,=,33,Fan,ON,20,3
R2182,temperature,Light,>,19,Light,ON,16,4
R2183,occupancy,Light,>,29,AC,SET,18,1
R2184,temperature,Light,>,33,Fan,SET,29,3
R2185,temperature,Light,>,29,Fan,ON,22,5
R2186,temperature,Fan,=,23,Light,ON,24,1
R2187,occupancy,Light,<,26,Fan,ON,20,3
R2188,temperature,Fan,=,25,Fan,ON,29,1
R2189,time,Fan,<,19,Light,OFF,30,4
R2190,occupancy,AC,=,22,AC,OFF,22,3
R2191,temperature,Fan,>,23,Light,ON,22,2
R2192,temperature,Fan,=,27,Fan,ON,27,3
R2193,time,AC,<,17,AC,OFF,29,4
R2194,occupancy,Light,<,29,Fan,ON,16,4
R2195,occupancy,AC,=,27,Light,SET,18,3
R2196,occupancy,Fan,=,35,Fan,ON,21,1
R2197,occupancy,AC,<,24,Fan,SET,20,2
R2198,temperature,AC,>,24,AC,SET,26,3
R2199,occupancy,Fan,=,25,Light,ON,29,5
R2200,temperature,Fan,>,16,AC,OFF,30,5
R2201,temperature,AC,=,31,AC,SET,22,2
R2202,time,Light,>,34,AC,ON,27,5
R2203,time,Fan,>,34,AC,SET,24,2
R2204,time,Light,>,35,Light,SET,23,2
R2205,time,Fan,<,16,AC,ON,29,1
R2206,time,Light,<,30,Fan,ON,27,4
R2207,temperature,AC,=,29,Light,ON,23,5
R2208,time,AC,<,20,Fan,OFF,25,2
R2209,temperature,Light,=,35,AC,OFF,18,2
R2210,time,Fan,<,18,Fan,ON,23,4
R2211,temperature,AC,=,30,Fan,ON,25,2
R2212,temperature,Fan,>,31,Light,ON,22,2
R2213,temperature,Light,>,31,Fan,OFF,26,3
R2214,occupancy,Light,>,26,Fan,ON,28,1
R2215,occupancy,AC,<,22,Light,SET,17,3
R2216,occupancy,AC,<,24,Light,ON,27,4
R2217,temperature,Light,>,22,Fan,OFF,17,2
R2218,temperature,AC,>,25,Fan,OFF,16,1
R2219,time,Light,<,32,Fan,OFF,21,3
R2220,occupancy,Fan,=,26,Fan,OFF,27,3
R2221,occupancy,AC,=,31,AC,SET,25,2
R2222,time,AC,>,26,Fan,SET,24,2
R2223,time,Fan,>,27,AC,OFF,19,4
R2224,temperature,AC,<,28,Fan,OFF,16,1
R2225,time,Fan,=,29,Light,SET,25,4
R2226,occupancy,Light,<,24,Fan,SET,23,2
R2227,occupancy,Fan,>,21,Fan,ON,27,2
R2228,temperature,Light,=,23,Fan,SET,29,5
R2229,temperature,Fan,<,20,Light,ON,27,4
R2230,time,Fan,<,27,Fan,SET,28,4
R2231,temperature,Fan,<,17,AC,SET,30,1
R2232,time,Fan,<,31,Fan,ON,20,2
R2233,occupancy,Light,=,33,Fan,ON,19,1
R2234,time,Light,>,32,AC,OFF,27,1
R2235,temperature,Light,<,17,Light,ON,27,2
R2236,temperature,AC,<,19,Fan,OFF,19,5
R2237,time,AC,>,18,Light,SET,16,2
R2238,occupancy,Fan,<,27,AC,OFF,29,4
R2239,time,Light,=,31,Light,OFF,30,4
R2240,time,Light,=,32,Fan,SET,21,4
R2241,time,Light,=,27,Fan,SET,27,4
R2242,time,AC,<,35,AC,OFF,23,1
R2243,time,AC,=,35,AC,OFF,30,4
R2244,occupancy,AC,=,34,Fan,SET,17,2
R2245,temperature,AC,<,32,Fan,SET,22,2
R2246,time,Light,=,34,Light,OFF,20,5
R2247,temperature,AC,>,28,Fan,ON,16,1
R2248,time,Fan,>,24,AC,ON,17,1
R2249,occupancy,Light,<,29,Fan,ON,29,1
R2250,temperature,Fan,>,34,Fan,ON,25,2
R2251,occupancy,AC,>,34,Fan,OFF,29,4
R2252,time,Light,<,34,AC,ON,28,1
R2253,time,AC,<,26,AC,SET,24,4
R2254,occupancy,Fan,>,20,Light,SET,28,4
R2255,time,Fan,<,20,AC,OFF,26,4
R2256,temperature,Light,<,28,AC,OFF,20,3
R2257,time,Fan,=,22,Light,ON,30,1
R2258,time,Light,<,33,Light,SET,25,2
R2259,time,AC,>,21,AC,SET,16,3
R2260,time,AC,<,17,AC,OFF,29,5
R2261,temperature,Light,<,17,AC,OFF,22,1
R2262,time,AC,<,23,AC,OFF,17,2
R2263,temperature,Fan,>,25,Light,OFF,23,2
R2264,temperature,Fan,<,21,AC,SET,28,5
R2265,occupancy,Light,=,25,Light,OFF,18,5
R2266,time,AC,>,19,Fan,SET,18,2
R2267,occupancy,AC,>,26,AC,OFF,30,5
R2268,occupancy,Light,<,34,Fan,OFF,19,1
R2269,temperature,Fan,=,17,Light,ON,29,2
R2270,time,Fan,>,35,Fan,OFF,27,5
R2271,time,AC,=,28,Fan,SET,18,3
R2272,occupancy,Fan,<,17,Fan,ON,21,3
R2273,time,Light,<,21,AC,SET,23,4
R2274,time,Fan,>,30,AC,OFF,18,4
R2275,temperature,Light,>,35,AC,SET,23,5
R2276,occupancy,AC,=,31,Light,SET,16,4
R2277,temperature,Light,<,34,Fan,ON,28,2
R2278,temperature,Fan,<,21,Fan,SET,24,3
R2279,occupancy,Light,>,23,Light,ON,24,1
R2280,occupancy,Fan,<,29,Fan,SET,29,1
R2281,time,AC,=,33,Fan,OFF,24,5
R2282,time,Light,=,32,Fan,SET,27,3
R2283,occupancy,Light,>,16,AC,SET,27,2
R2284,time,Fan,=,28,Light,ON,23,2
R2285,temperature,Fan,<,27,Light,SET,28,2
R2286,occupancy,Fan,<,31,Light,SET,27,3
R2287,occupancy,AC,=,20,Fan,OFF,27,2
R2288,occupancy,AC,=,19,AC,OFF,18,2
R2289,temperature,Fan,<,16,Fan,ON,17,3
R2290,temperature,Fan,<,23,Light,ON,28,4
R2291,occupancy,Light,<,26,Fan,SET,27,1
R2292,time,AC,>,25,Light,SET,18,4
R2293,time,AC,>,24,Fan,OFF,23,4
R2294,occupancy,Light,>,32,AC,ON,23,2
R2295,temperature,AC,<,26,Light,ON,28,1
R2296,time,Fan,>,30,Light,SET,25,4
R2297,temperature,Fan,=,31,Light,SET,19,5
R2298,time,Light,>,23,Light,SET,19,2
R2299,time,Fan,<,33,Light,ON,19,5
R2300,time,Light,=,32,AC,SET,21,4
R2301,time,AC,=,29,Light,ON,17,4
R2302,occupancy,Light,>,23,Fan,OFF,16,2
R2303,occupancy,Light,=,35,AC,SET,23,5
R2304,time,Light,=,27,AC,OFF,17,2
R2305,time,AC,<,32,Fan,SET,30,5
R2306,time,Light,>,22,Fan,OFF,18,1
R2307,time,AC,=,28,Fan,SET,18,3
R2308,time,Light,=,29,AC,ON,24,4
R2309,temperature,Fan,<,30,Light,ON,23,4
R2310,time,Light,=,23,Light,OFF,25,4
R2311,occupancy,AC,=,17,Fan,ON,26,5
R2312,time,Fan,=,34,Light,OFF,19,3
R2313,temperature,AC,=,31,Fan,ON,16,3
R2314,time,Fan,>,28,AC,OFF,16,2
R2315,time,AC,<,33,Light,ON,23,2
R2316,occupancy,Fan,>,32,Light,ON,20,4
R2317,time,Light,<,28,AC,ON,19,5
R2318,temperature,AC,<,23,Fan,SET,23,3
R2319,temperature,Fan,>,35,Light,OFF,21,4
R2320,occupancy,Light,=,32,Fan,ON,16,4
R2321,temperature,Light,=,25,AC,OFF,24,2
R2322,time,Light,>,16,Light,SET,25,3
R2323,time,Fan,=,34,AC,SET,28,4
R2324,time,Light,>,26,AC,OFF,29,3
R2325,occupancy,Fan,=,30,Light,SET,19,1
R2326,occupancy,Fan,<,24,AC,SET,29,5
R2327,occupancy,Fan,<,35,Light,OFF,22,2
R2328,temperature,Fan,<,34,Light,SET,26,1
R2329,occupancy,AC,>,20,Light,OFF,22,2
R2330,occupancy,Fan,>,23,AC,OFF,16,1
R2331,temperature,AC,<,27,Light,OFF,16,1
R2332,occupancy,Fan,=,29,Light,OFF,25,5
R2333,temperature,Fan,>,24,Fan,SET,19,1
R2334,time,Light,>,19,Fan,OFF,24,5
R2335,temperature,Fan,<,16,AC,ON,16,1
R2336,occupancy,Light,>,27,Fan,SET,24,5
R2337,occupancy,Light,=,21,AC,SET,29,2
R2338,occupancy,Fan,<,26,AC,OFF,19,3
R2339,temperature,Fan,=,33,Light,ON,20,1
R2340,occupancy,Light,=,34,Fan,ON,26,2
R2341,temperature,Light,=,22,AC,OFF,16,4
R2342,temperature,Fan,<,34,Fan,SET,25,1
R2343,temperature,Fan,=,29,Light,OFF,21,1
R2344,time,Fan,>,29,AC,ON,26,1
R2345,temperature,Fan,<,17,Light,ON,28,5
R2346,time,AC,<,22,AC,SET,26,1
R2347,occupancy,AC,=,20,AC,SET,20,5
R2348,occupancy,Fan,=,34,Light,ON,28,5
R2349,time,AC,=,34,AC,SET,16,4
R2350,time,Fan,>,27,AC,ON,17,5
R2351,time,Fan,<,17,Light,OFF,30,1
R2352,temperature,Light,>,20,Light,SET,22,1
R2353,temperature,Fan,=,32,Light,OFF,22,5
R2354,occupancy,Light,>,33,Fan,OFF,20,5
R2355,temperature,Light,<,27,Fan,SET,23,2
R2356,temperature,Fan,=,17,Light,SET,21,2
R2357,occupancy,Fan,=,31,AC,SET,21,4
R2358,occupancy,AC,>,17,Fan,OFF,22,2
R2359,temperature,Fan,=,28,AC,SET,21,3
R2360,temperature,Light,=,23,Fan,ON,16,2
R2361,occupancy,Fan,<,17,Fan,OFF,16,3
R2362,occupancy,Light,<,27,Light,SET,23,1
R2363,occupancy,Light,=,22,Fan,OFF,25,4
R2364,time,AC,=,25,Fan,ON,20,5
R2365,temperature,Light,=,17,Light,OFF,19,2
R2366,occupancy,Light,=,28,AC,ON,25,1
R2367,temperature,Fan,<,24,Fan,ON,17,2
R2368,occupancy,Light,=,23,AC,ON,17,3
